,SET 1.1.4,0.6189,0.6158,0.6259,0.6838,SET 1.1.4,0.6328,0.6368,0.6390,0.6391,,SET 1.2.4,0.6352,0.6866,0.6416,0.6452,SET 1.2.4,0.5711,0.5990,0.6368,0.6426
,SET 1.1.5,0.6469,0.6477,0.6548,0.6554,SET 1.1.5,0.6238,0.6275,0.6278,0.5886,,SET 1.2.5,0.5880,0.6110,0.6020,0.6104,SET 1.2.5,0.6344,0.6762,0.6626,0.6762
,AVERAGE,0.6294,0.6233,0.6299,0.6505,AVERAGE,0.6370,0.6388,0.6386,0.6309,,AVERAGE,0.5212,0.5453,0.5205,0.5332,AVERAGE,0.5341,0.5529,0.5505,0.5649
,STD DEV,0.0278,0.0217,0.0226,0.0214,STD DEV,0.0177,0.0136,0.0147,0.0251,,STD DEV,0.0976,0.1211,0.1091,0.1067,STD DEV,0.0850,0.1066,0.1059,0.1046
,,,,,,,,,,,,,,,,,,,,,
"MPP-GWAS-
Admix","With Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","MPP-GWAS-
Admix","With Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.7457,0.7481,0.7626,0.7891,SET 1.1.1,0.6112,0.6190,0.6234,0.6224,,SET 1.2.1,0.5660,0.5594,0.5207,0.5422,SET 1.2.1,0.4903,0.4671,0.4150,0.4314
,SET 1.1.2,0.7395,0.7676,0.7706,0.7746,SET 1.1.2,0.6471,0.6456,0.6492,0.6486,,SET 1.2.2,0.6815,0.7248,0.7028,0.7247,SET 1.2.2,0.5334,0.5980,0.5731,0.5929
,SET 1.1.3,0.7710,0.7388,0.7469,0.7545,SET 1.1.3,0.6206,0.6235,0.6227,0.6224,,SET 1.2.3,0.4459,0.4458,0.4583,0.4261,SET 1.2.3,0.4098,0.4336,0.4405,0.4486
,SET 1.1.4,0.7289,0.7511,0.7606,0.7659,SET 1.1.4,0.6050,0.6097,0.6114,0.6110,,SET 1.2.4,0.6755,0.7074,0.6927,0.7011,SET 1.2.4,0.6277,0.6627,0.6390,0.6510
,SET 1.1.5,0.7593,0.7776,0.7837,0.7857,SET 1.1.5,0.6102,0.6157,0.6162,0.6186,,SET 1.2.5,0.6704,0.7185,0.7270,0.7340,SET 1.2.5,0.6432,0.6799,0.6823,0.6903
,AVERAGE,0.7489,0.7566,0.7649,0.7740,AVERAGE,0.6188,0.6227,0.6246,0.6246,,AVERAGE,0.6078,0.6312,0.6203,0.6256,AVERAGE,0.5409,0.5683,0.5500,0.5629
,STD DEV,0.0166,0.0156,0.0136,0.0142,STD DEV,0.0168,0.0138,0.0146,0.0142,,STD DEV,0.1023,0.1242,0.1221,0.1360,STD DEV,0.0972,0.1125,0.1185,0.1175
,,,,,,,,,,,,,,,,,,,,,
MPP-PRS,"With Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR",MPP-PRS,"With Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.6234,0.6214,0.5872,0.5929,SET 1.1.1,0.5447,0.5579,0.5721,0.5754,,SET 1.2.1,0.6078,0.5921,0.6220,0.6260,SET 1.2.1,0.5678,0.5842,0.5723,0.5815
,SET 1.1.2,0.7633,0.7632,0.7662,0.7649,SET 1.1.2,0.6767,0.6712,0.6738,0.6735,,SET 1.2.2,0.5347,0.5715,0.6378,0.6745,SET 1.2.2,0.5525,0.5855,0.6873,0.6750
,SET 1.1.3,0.7722,0.7798,0.7778,0.7828,SET 1.1.3,0.6535,0.6725,0.6738,0.6735,,SET 1.2.3,0.6065,0.5388,0.5645,0.4865,SET 1.2.3,0.6099,0.5459,0.5724,0.4969
,SET 1.1.4,0.7592,0.7638,0.7698,0.7697,SET 1.1.4,0.6535,0.6725,0.6687,0.6658,,SET 1.2.4,0.7016,0.7310,0.7305,0.7123,SET 1.2.4,0.6286,0.6389,0.6328,0.6045
,SET 1.1.5,0.7384,0.7474,0.7483,0.7485,SET 1.1.5,0.6275,0.6254,0.6271,0.6247,,SET 1.2.5,0.5770,0.5469,0.5269,0.5346,SET 1.2.5,0.5598,0.6992,0.5973,0.5199
,AVERAGE,0.7313,0.7351,0.7299,0.7318,AVERAGE,0.6312,0.6399,0.6431,0.6426,,AVERAGE,0.6055,0.5960,0.6163,0.6068,AVERAGE,0.5837,0.6108,0.6124,0.5756
,STD DEV,0.0616,0.0646,0.0805,0.0786,STD DEV,0.0514,0.0501,0.0443,0.0427,,STD DEV,0.0614,0.0783,0.0778,0.0946,STD DEV,0.0336,0.0595,0.0486,0.0708
,,,,,,,,,,,,,,,,,,,,,
MPP-PRS+,"With Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 1000",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR",MPP-PRS+,"With Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","Without Nesterov Smoothing
#Tar: 100",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.8162,0.8355,0.8420,0.8369,SET 1.1.1,0.5886,0.5860,0.5849,0.5843,,SET 1.2.1,0.6837,0.7123,0.7024,0.7118,SET 1.2.1,0.2101,0.2845,0.2649,0.2502
,SET 1.1.2,0.8215,0.8384,0.8371,0.8416,SET 1.1.2,0.6087,0.6096,0.6103,0.6098,,SET 1.2.2,0.8695,0.8684,0.8779,0.8685,SET 1.2.2,0.2625,0.2725,0.3404,0.3560
,SET 1.1.3,0.8062,0.8278,0.8318,0.8359,SET 1.1.3,0.6064,0.5957,0.5919,0.5896,,SET 1.2.3,0.6215,0.6523,0.6785,0.7055,SET 1.2.3,0.3346,0.4019,0.3838,0.3729
,SET 1.1.4,0.7875,0.8099,0.8190,0.8208,SET 1.1.4,0.5776,0.5588,0.5520,0.5516,,SET 1.2.4,0.7870,0.8103,0.7912,0.7938,SET 1.2.4,0.4974,0.4232,0.3840,0.3555
,SET 1.1.5,0.8220,0.8365,0.8392,0.8441,SET 1.1.5,0.5825,0.5820,0.5823,0.5964,,SET 1.2.5,0.6535,0.8117,0.7940,0.8194,SET 1.2.5,0.5515,0.4884,0.4736,0.5395
,AVERAGE,0.8107,0.8296,0.8338,0.8358,AVERAGE,0.5927,0.5864,0.5843,0.5863,,AVERAGE,0.7230,0.7710,0.7688,0.7798,AVERAGE,0.3712,0.3741,0.3693,0.3748
,STD DEV,0.0144,0.0118,0.0091,0.0091,STD DEV,0.0141,0.0188,0.0211,0.0216,,STD DEV,0.1027,0.0869,0.0800,0.0703,STD DEV,0.1479,0.0930,0.0759,0.1042
,,,,,,,,,,,,,,,,,,,,,
"Lassosum-
TrueLD","With Nesterov Smoothing
#Tar: 1000",0 AUX,--,--,--,"Without Nesterov Smoothing
#Tar: 1000",0 AUX,--,--,--,"Lassosum-
TrueLD","With Nesterov Smoothing
#Tar: 100",0 AUX,--,--,--,"Without Nesterov Smoothing
#Tar: 100",0 AUX,--,--,--
,SET 1.1.1,0.7339,--,--,--,SET 1.1.1,0.5820,--,--,--,,SET 1.2.1,0.3705,--,--,--,SET 1.2.1,0.1768,--,--,--
,SET 1.1.2,0.7195,--,--,--,SET 1.1.2,0.6081,--,--,--,,SET 1.2.2,0.3110,--,--,--,SET 1.2.2,0.2561,--,--,--
,SET 1.1.3,0.7593,--,--,--,SET 1.1.3,0.5755,--,--,--,,SET 1.2.3,0.3153,--,--,--,SET 1.2.3,0.3177,--,--,--
,SET 1.1.4,0.7079,--,--,--,SET 1.1.4,0.5319,--,--,--,,SET 1.2.4,0.2227,--,--,--,SET 1.2.4,0.2098,--,--,--
,SET 1.1.5,0.7309,--,--,--,SET 1.1.5,0.5810,--,--,--,,SET 1.2.5,0.3887,--,--,--,SET 1.2.5,0.3727,--,--,--
,AVERAGE,0.7303,--,--,--,AVERAGE,0.5757,--,--,--,,AVERAGE,0.3217,--,--,--,AVERAGE,0.2666,--,--,--
,STD DEV,0.0192,--,--,--,STD DEV,0.0275,--,--,--,,STD DEV,0.0648,--,--,--,STD DEV,0.0795,--,--,--
,,,,,,,,,,,,,,,,,,,,,
Baseline GWAS,"Simple Baseline GWAS
#Tar: 1000",0 AUX,--,--,--,"Simple Baseline GWAS
#Tar: 1000",0 AUX,--,--,--,Baseline GWAS,"Simple Baseline GWAS
#Tar: 100",0 AUX,--,--,--,"Simple Baseline GWAS
#Tar: 100",0 AUX,--,--,--
,SET 1.1.1,0.5937,--,--,--,SET 1.1.1,0.5937,--,--,--,,SET 1.2.1,0.3185,--,--,--,SET 1.2.1,0.3185,--,--,--
,SET 1.1.2,0.6217,--,--,--,SET 1.1.2,0.6217,--,--,--,,SET 1.2.2,0.2723,--,--,--,SET 1.2.2,0.2723,--,--,--
,SET 1.1.3,0.6339,--,--,--,SET 1.1.3,0.6339,--,--,--,,SET 1.2.3,0.2913,--,--,--,SET 1.2.3,0.2913,--,--,--
,SET 1.1.4,0.5920,--,--,--,SET 1.1.4,0.5920,--,--,--,,SET 1.2.4,0.2185,--,--,--,SET 1.2.4,0.2185,--,--,--
,SET 1.1.5,0.6028,--,--,--,SET 1.1.5,0.6028,--,--,--,,SET 1.2.5,0.3628,--,--,--,SET 1.2.5,0.3628,--,--,--
,AVERAGE,0.6088,--,--,--,AVERAGE,0.6088,--,--,--,,AVERAGE,0.2927,--,--,--,AVERAGE,0.2927,--,--,--
,STD DEV,0.0183,--,--,--,STD DEV,0.0183,--,--,--,,STD DEV,0.0536,--,--,--,STD DEV,0.0536,--,--,--
,,,,,,,,,,,,,,,,,,,,,
"Lassosum-
ExtLD","Lassosum2
#Tar: 1000",0 AUX,--,--,--,"Lassosum2
#Tar: 1000",0 AUX,--,--,--,"Lassosum-
ExtLD","Lassosum2
#Tar: 100",0 AUX,--,--,--,"Lassosum2
#Tar: 100",0 AUX,--,--,--
,SET 1.1.1,0.5499,--,--,--,SET 1.1.1,0.5499,--,--,--,,SET 1.2.1,0.2841,--,--,--,SET 1.2.1,0.2841,--,--,--
,SET 1.1.2,0.5184,--,--,--,SET 1.1.2,0.5184,--,--,--,,SET 1.2.2,0.3370,--,--,--,SET 1.2.2,0.3370,--,--,--
,SET 1.1.3,0.6240,--,--,--,SET 1.1.3,0.6240,--,--,--,,SET 1.2.3,0.2522,--,--,--,SET 1.2.3,0.2522,--,--,--
,SET 1.1.4,0.5882,--,--,--,SET 1.1.4,0.5882,--,--,--,,SET 1.2.4,0.2072,--,--,--,SET 1.2.4,0.2072,--,--,--
,SET 1.1.5,0.5918,--,--,--,SET 1.1.5,0.5918,--,--,--,,SET 1.2.5,0.2420,--,--,--,SET 1.2.5,0.2420,--,--,--
,AVERAGE,0.5744,--,--,--,AVERAGE,0.5744,--,--,--,,AVERAGE,0.2645,--,--,--,AVERAGE,0.2645,--,--,--
,STD DEV,0.0409,--,--,--,STD DEV,0.0409,--,--,--,,STD DEV,0.0489,--,--,--,STD DEV,0.0489,--,--,--
