,SET 1.1.5,0.3137,--,--,--,SET 1.2.5,0.5712,--,--,--,,SET 2.1.5,-0.0414,--,--,--,SET 2.2.5,0.5853,--,--,--
,AVERAGE,0.2707,--,--,--,AVERAGE,0.5689,--,--,--,,AVERAGE,0.1770,--,--,--,AVERAGE,0.5817,--,--,--
,STD DEV,0.1182,--,--,--,STD DEV,0.0108,--,--,--,,STD DEV,0.1781,--,--,--,STD DEV,0.0187,--,--,--
,,,,,,,,,,,,,,,,,,,,,
Baseline GWAS,"No Weighing
#Tar:100",0 AUX,--,--,--,"No Weighing
#Tar:1000",0 AUX,--,--,--,Baseline GWAS,"No Weighing
#Tar:100",0 AUX,--,--,--,"No Weighing
#Tar:1000",0 AUX,--,--,--
,SET 1.1.1,0.3590,--,--,--,SET 1.2.1,0.5979,--,--,--,,SET 2.1.1,0.4677,--,--,--,SET 2.2.1,0.6483,--,--,--
,SET 1.1.2,0.2483,--,--,--,SET 1.2.2,0.5767,--,--,--,,SET 2.1.2,0.1659,--,--,--,SET 2.2.2,0.6191,--,--,--
,SET 1.1.3,0.4181,--,--,--,SET 1.2.3,0.6147,--,--,--,,SET 2.1.3,0.4555,--,--,--,SET 2.2.3,0.6445,--,--,--
,SET 1.1.4,0.3883,--,--,--,SET 1.2.4,0.6358,--,--,--,,SET 2.1.4,0.2616,--,--,--,SET 2.2.4,0.5926,--,--,--
,SET 1.1.5,0.2932,--,--,--,SET 1.2.5,0.5639,--,--,--,,SET 2.1.5,-0.0172,--,--,--,SET 2.2.5,0.6117,--,--,--
,AVERAGE,0.3414,--,--,--,AVERAGE,0.5978,--,--,--,,AVERAGE,0.2667,--,--,--,AVERAGE,0.6232,--,--,--
,STD DEV,0.0696,--,--,--,STD DEV,0.0288,--,--,--,,STD DEV,0.2042,--,--,--,STD DEV,0.0233,--,--,--
,,,,,,,,,,,,,,,,,,,,,
PROSPER,"PROSPER Weighing
#Tar:100",--,--,--,"EUR-EAS-
AMR-AFR","PROSPER Weighing
#Tar:1000",--,--,--,"EUR-EAS-
AMR-AFR",PROSPER,"PROSPER Weighing
#Tar:100",--,--,--,"EUR-EAS-
AMR-AFR","PROSPER Weighing
#Tar:1000",--,--,--,"EUR-EAS-
AMR-AFR"
,SET 1.1.1,--,--,--,0.4433,SET 1.2.1,--,--,--,0.7103,,SET 2.1.1,--,--,--,0.6030,SET 2.2.1,--,--,--,0.7200
,SET 1.1.2,--,--,--,0.1664,SET 1.2.2,--,--,--,0.7230,,SET 2.1.2,--,--,--,0.1320,SET 2.2.2,--,--,--,0.6734
,SET 1.1.3,--,--,--,0.5225,SET 1.2.3,--,--,--,0.7019,,SET 2.1.3,--,--,--,0.3696,SET 2.2.3,--,--,--,0.7110
,SET 1.1.4,--,--,--,0.4786,SET 1.2.4,--,--,--,0.6856,,SET 2.1.4,--,--,--,0.2936,SET 2.2.4,--,--,--,0.6950
,SET 1.1.5,--,--,--,0.4852,SET 1.2.5,--,--,--,0.7039,,SET 2.1.5,--,--,--,0.1192,SET 2.2.5,--,--,--,0.7171
,AVERAGE,--,--,--,0.4192,AVERAGE,--,--,--,0.7049,,AVERAGE,--,--,--,0.3035,AVERAGE,--,--,--,0.7033
,STD DEV,--,--,--,0.1441,STD DEV,--,--,--,0.0136,,STD DEV,--,--,--,0.1985,STD DEV,--,--,--,0.0193
,,,,,,,,,,,,,,,,,,,,,
PRS-CSx,"PROSPER Weighing
#Tar:100",--,--,--,"EUR-EAS-
AMR-AFR","PROSPER Weighing
#Tar:1000",--,--,--,"EUR-EAS-
AMR-AFR",PRS-CSx,"PROSPER Weighing
#Tar:100",--,--,--,"EUR-EAS-
AMR-AFR","PROSPER Weighing
#Tar:1000",--,--,--,"EUR-EAS-
AMR-AFR"
,SET 1.1.1,--,--,--,0.3414,SET 1.2.1,--,--,--,0.6219,,SET 2.1.1,--,--,--,0.4632,SET 2.2.1,--,--,--,0.6343
,SET 1.1.2,--,--,--,0.0486,SET 1.2.2,--,--,--,0.6190,,SET 2.1.2,--,--,--,0.0491,SET 2.2.2,--,--,--,0.5863
,SET 1.1.3,--,--,--,0.3948,SET 1.2.3,--,--,--,0.6009,,SET 2.1.3,--,--,--,0.2166,SET 2.2.3,--,--,--,0.6057
,SET 1.1.4,--,--,--,0.2540,SET 1.2.4,--,--,--,0.6057,,SET 2.1.4,--,--,--,0.1899,SET 2.2.4,--,--,--,0.6376
,SET 1.1.5,--,--,--,0.3452,SET 1.2.5,--,--,--,0.6187,,SET 2.1.5,--,--,--,-0.0632,SET 2.2.5,--,--,--,0.5893
,AVERAGE,--,--,--,0.2768,AVERAGE,--,--,--,0.6132,,AVERAGE,--,--,--,0.1712,AVERAGE,--,--,--,0.6106
,STD DEV,--,--,--,0.1373,STD DEV,--,--,--,0.0093,,STD DEV,--,--,--,0.1985,STD DEV,--,--,--,0.0243
