,,MultiPopPred-PRS,,MultiPopPred-PRS+,,"MultiPopPred-GWAS-
Admixture",,"MultiPopPred-GWAS-
TarSS",,MultiPopPred-GWAS,,"Baseline GWAS
(Target Pop.)",,PRS-CSx,,PROSPER,,"Lassosum2
(ExtLD)",,Lassosum-TrueLD,,TL-Multi,
,EurAmr,0.6729607768,0.05782005373,0.7201858995,0.02472847046,0.6976845337,0.029360621,0.6355055036,0.0345028775,0.7114587046,0.02746783143,0.6139491593,0.03575446432,0.610542081,0.01664981812,0.6676737332,0.02300705198,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurEas,0.6725599478,0.05943631589,0.7118448051,0.01796080794,0.7100059454,0.0250027207,0.636616473,0.03227747046,0.7161095194,0.02844985008,0.6139491593,0.03575446432,0.6075571485,0.01564148403,0.6735038841,0.02553106031,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurAfr,0.6698388481,0.05462898526,0.738719375,0.02735016871,0.7010064411,0.0243390483,0.6355665177,0.03260635158,0.7126246772,0.02343412015,0.6139491593,0.03575446432,0.6097674581,0.01693058235,0.6748809618,0.02119598496,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EasAmr,0.6713812428,0.06109937145,0.7209451715,0.01980840671,0.6993972674,0.02987469406,0.6364302801,0.03125022028,0.7161543524,0.02822846601,0.6139491593,0.03575446432,0.6077127263,0.01667813496,0.6624604398,0.02391164022,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EasAfr,0.6659657778,0.05726390759,0.7335152459,0.0334059183,0.7131130779,0.02868977593,0.6359907914,0.03099042923,0.7151978604,0.0292792088,0.6139491593,0.03575446432,0.6080861149,0.01742992602,0.6689619497,0.02272199521,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,AmrAfr,0.6682621623,0.05649192691,0.7340634089,0.02015033006,0.6952410571,0.03032707549,0.6353578829,0.0318182752,0.7117184965,0.02170566599,0.6139491593,0.03575446432,0.6099962855,0.01691054611,0.6617986179,0.02193898481,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurEasAmr,0.6731193349,0.05933995663,0.7043861193,0.02880034254,0.712930572,0.02385764281,0.6377131135,0.03220743605,0.7250759602,0.02559301071,0.6139491593,0.03575446432,0.6039237531,0.01607981242,0.6911115959,0.02547236025,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurEasAfr,0.6703064763,0.05732136808,0.7050809245,0.02778606493,0.713105898,0.02346813041,0.6373761949,0.03148770801,0.7231049558,0.02773731946,0.6139491593,0.03575446432,0.6037136532,0.01524729868,0.694806298,0.02021931051,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurAmrAfr,0.6713979639,0.05610988168,0.7050068424,0.02746842588,0.7008386507,0.02849438794,0.6369088569,0.03257915872,0.7234227416,0.01968572446,0.6139491593,0.03575446432,0.6058511196,0.01450259244,0.69052434,0.01716796367,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EasAmrAfr,0.6692709549,0.05828531216,0.7044984008,0.02704876761,0.7014002585,0.02952829678,0.6374279611,0.03076909479,0.7254978489,0.02511346185,0.6139491593,0.03575446432,0.6044819716,0.01505402805,0.6889436986,0.02272055249,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
,EurEasAmrAfr,0.6720624571,0.05765418172,0.7062226462,0.02848039119,0.7165628093,0.02248545195,0.6382359834,0.03136918086,0.7307261399,0.02405837733,0.6139491593,0.03575446432,0.6009793169,0.01399111074,0.7105591346,0.01591420518,0.5659926477,0.01287123428,0.4392527199,0.00689520712,--,--
"Aux
5000",EurOnly,0.6915002518,0.04229499847,0.7154591693,0.01479014368,--,--,0.6355756562,0.03574052221,0.7050831745,0.02866602163,0.6139491593,0.03575446432,0.6082500384,0.01784189923,0.648569714,0.0265944563,0.5659926477,0.01287123428,0.4880550054,0.0147838181,0.3842724623,0.08750121023
,EasOnly,0.6829856377,0.04899192515,0.7022915921,0.006578864785,--,--,0.6339807731,0.03178960308,0.7033559457,0.02710458034,0.6139491593,0.03575446432,0.606911459,0.01740365737,0.6386166749,0.0226339579,0.5659926477,0.01287123428,0.4880550054,0.0147838181,0.3808835061,0.08089174369
,AmrOnly,0.6835460248,0.04680514873,0.7136245524,0.008378689956,--,--,0.630168783,0.03774755032,0.7015416222,0.02997608582,0.6139491593,0.03575446432,0.6091140682,0.01842523951,0.6372167161,0.02717153094,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,AfrOnly,0.6775890249,0.04481754805,0.7005093736,0.01344745759,--,--,0.6338142551,0.0308995361,0.6963259628,0.03022484693,0.6139491593,0.03575446432,0.6093925612,0.01814105727,0.6443725235,0.02856190613,0.5659926477,0.01287123428,0.4880550054,0.0147838181,0.3416325174,0.09500193956
,EurAmr,0.6906525466,0.04477202835,0.7387264758,0.004548167119,0.7048291387,0.02889304575,0.6370822989,0.03615412883,0.7179507531,0.02415225946,0.6139491593,0.03575446432,0.5987537987,0.01636265866,0.6778764597,0.02527085159,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurEas,0.6911364006,0.04456824484,0.7291013303,0.00889984088,0.7192472203,0.02320096614,0.6386680164,0.03286003756,0.7197213628,0.02883323583,0.6139491593,0.03575446432,0.5982903743,0.01662552251,0.6841234154,0.02257496629,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurAfr,0.6877410477,0.04283076952,0.7278805969,0.01069762946,0.7139862531,0.02690968386,0.6377019821,0.03304783915,0.7258824115,0.02580922067,0.6139491593,0.03575446432,0.5982267783,0.01631104828,0.5492940556,0.268360847,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EasAmr,0.6862876774,0.04921321852,0.7121577824,0.02906047677,0.7069106192,0.02882648202,0.6367395778,0.03236543814,0.7223255916,0.02836691145,0.6139491593,0.03575446432,0.5982395017,0.01618839482,0.6749084635,0.02465060766,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EasAfr,0.682613075,0.04785611199,0.7240843647,0.009429941061,0.7218428562,0.02949785778,0.6371089496,0.03042022698,0.7210556715,0.02900273563,0.6139491593,0.03575446432,0.5991356091,0.01535774365,0.6782308365,0.02339122427,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,AmrAfr,0.6829009154,0.04665706886,0.7305623461,0.003342578257,0.7026609065,0.02953473209,0.6357273369,0.03331707678,0.721473205,0.02526758097,0.6139491593,0.03575446432,0.5993586397,0.01616657731,0.6758304762,0.02748440953,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurEasAmr,0.6899899146,0.04569725037,0.7229390032,0.02093508609,0.7221399075,0.02416112041,0.638791655,0.03334933994,0.7267194651,0.02447681883,0.6139491593,0.03575446432,0.592971584,0.01403247535,0.7013055307,0.02756699543,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurEasAfr,0.6869869259,0.04423577118,0.7329416741,0.0109810352,0.7226240621,0.02532241035,0.6389475189,0.03178098601,0.7291632335,0.02628997393,0.6139491593,0.03575446432,0.5934364019,0.01405860273,0.5654023313,0.2811498224,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurAmrAfr,0.6881550901,0.04408273132,0.7186179672,0.03375168792,0.7080591663,0.02818115768,0.6380156333,0.03386042537,0.7323144017,0.02409892472,0.6139491593,0.03575446432,0.5940532683,0.01476675911,0.5633675797,0.2744477229,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EasAmrAfr,0.6843548985,0.04854060871,0.7362151349,0.004168776266,0.708709244,0.02890845711,0.6378470797,0.03155732006,0.7317472543,0.02737236276,0.6139491593,0.03575446432,0.5939461956,0.01527203158,0.6972272292,0.02527231706,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
,EurEasAmrAfr,0.6889632613,0.0454958858,0.7216928193,0.03244374847,0.7244057396,0.02582124559,0.6391759744,0.03232136729,0.7350289932,0.02653437369,0.6139491593,0.03575446432,0.5906406091,0.01512110888,0.5782577442,0.2818279408,0.5659926477,0.01287123428,0.4880550054,0.0147838181,--,--
"Aux
10,000",EurOnly,0.6972558506,0.04424020428,0.7167620043,0.01493065206,--,--,0.6360872854,0.03775041649,0.7129754289,0.02786299736,0.6139491593,0.03575446432,0.600472636,0.01526413367,0.6542466004,0.02712148614,0.5659926477,0.01287123428,0.4665746878,0.04091745094,0.3855582251,0.09588623928
,EasOnly,0.686517903,0.05553901258,0.7193513091,0.0210093385,--,--,0.6367314059,0.03045408584,0.708269885,0.02786368075,0.6139491593,0.03575446432,0.6010132995,0.01884075041,0.6464785769,0.02726465381,0.5659926477,0.01287123428,0.4665746878,0.04091745094,0.3761724512,0.08285209556
,AmrOnly,0.6859388259,0.05682949431,0.7082563363,0.01175380772,--,--,0.630528361,0.03601515703,0.7046302757,0.02758375771,0.6139491593,0.03575446432,0.6008513357,0.01696131617,0.6474315843,0.02615997968,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,AfrOnly,0.6821833485,0.05230429111,0.71298247,0.0228259013,--,--,0.6337462914,0.03144349616,0.7050759887,0.03154236063,0.6139491593,0.03575446432,0.5999854369,0.01458853779,0.6457992733,0.02701587315,0.5659926477,0.01287123428,0.4665746878,0.04091745094,0.3932521088,0.07798046672
,EurAmr,0.6957110071,0.04725027046,0.7234890701,0.02038808296,0.7076208434,0.02714129313,0.6370071518,0.03622388261,0.7247874585,0.02507175252,0.6139491593,0.03575446432,0.5913673534,0.01482105006,0.6884745614,0.02495517891,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurEas,0.6956593186,0.04699030718,0.7396538814,0.01441817762,0.724855418,0.02554819272,0.6397158752,0.03354303279,0.7262327099,0.02828175646,0.6139491593,0.03575446432,0.5911751613,0.01534733777,0.6947439461,0.01976741923,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurAfr,0.6935375641,0.04634496981,0.7371376276,0.01734100889,0.7217975743,0.026110595,0.6375542094,0.03454192401,0.7346078485,0.02335155677,0.6139491593,0.03575446432,0.590940345,0.01348851032,0.6866720701,0.02223518187,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EasAmr,0.688484154,0.05665196965,0.7333768381,0.01553460015,0.7089229724,0.02889723202,0.6377375036,0.03153774789,0.7233006452,0.03073459274,0.6139491593,0.03575446432,0.5917325761,0.01636420261,0.6691936842,0.03295765012,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EasAfr,0.685663171,0.05469231623,0.7379378148,0.01950128612,0.7254563127,0.02999752023,0.6383132883,0.02994200692,0.7261843284,0.0296202962,0.6139491593,0.03575446432,0.5920421315,0.0158674193,0.6819715832,0.02347208975,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,AmrAfr,0.6860529942,0.05525529638,0.7311525871,0.0151386094,0.7055046312,0.02766298511,0.6353312364,0.03311117383,0.7263132791,0.02139492648,0.6139491593,0.03575446432,0.5923463466,0.0149206543,0.6811841807,0.02595847815,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurEasAmr,0.6941653353,0.05034452174,0.7427330434,0.0120423012,0.7286109961,0.02518793504,0.6391792085,0.03340183139,0.7300250533,0.02537310351,0.6139491593,0.03575446432,0.5864133512,0.01396259311,0.7129641647,0.02469010623,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurEasAfr,0.6927330512,0.04882276277,0.7461252474,0.01632293308,0.7300261216,0.02481761616,0.6394190939,0.03240296962,0.7364364129,0.02437691614,0.6139491593,0.03575446432,0.5861305591,0.01405302881,0.5823816149,0.2721610536,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurAmrAfr,0.692741476,0.04874213301,0.7414915089,0.01287625632,0.7118996642,0.02745867737,0.6376986732,0.03447115002,0.7372569574,0.02126310365,0.6139491593,0.03575446432,0.5870217573,0.01337619968,0.7077909204,0.02476523523,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EasAmrAfr,0.6873575438,0.05609424643,0.7416044809,0.01578006192,0.7104737126,0.02915637563,0.6382719221,0.03115806761,0.7337106874,0.02652392619,0.6139491593,0.03575446432,0.5866122061,0.0157097412,0.7088347368,0.02198325905,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
,EurEasAmrAfr,0.6920862103,0.05067019703,0.7454030156,0.01595647901,0.7320801841,0.02476966378,0.6394026901,0.0326940189,0.739164698,0.02442645348,0.6139491593,0.03575446432,0.5837279019,0.01431021685,0.6011524952,0.2564572729,0.5659926477,0.01287123428,0.4665746878,0.04091745094,--,--
"Aux
20,000",EurOnly,0.6912843036,0.03033865118,0.7499663316,0.0120242857,--,--,0.6366590547,0.03711226577,0.7213203242,0.0231846371,0.6139491593,0.03575446432,0.3470494938,0.4824507839,0.6603985859,0.02708254225,0.5659926477,0.01287123428,0.4813038301,0.01508867034,0.3720374184,0.09521802664
,EasOnly,0.6788505773,0.0380952297,0.7467279068,0.0139946125,--,--,0.6356653691,0.0307932022,0.7112254639,0.02633418916,0.6139491593,0.03575446432,0.5923641623,0.01761092393,0.6465376,0.02450777813,0.5659926477,0.01287123428,0.4813038301,0.01508867034,0.3774657879,0.08194716741
,AmrOnly,0.6771548479,0.04184744995,0.7368258399,0.007223151718,--,--,0.6318388354,0.03615370783,0.7079696537,0.03360386032,0.6139491593,0.03575446432,0.5927607156,0.01623832811,0.6520671989,0.02401417679,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,AfrOnly,0.6745590234,0.03579456653,0.7500708343,0.01022855542,--,--,0.6350873152,0.03129442681,0.7118310501,0.03386176688,0.6139491593,0.03575446432,0.5940498728,0.01451902438,0.6479317946,0.02694117714,0.5659926477,0.01287123428,0.4813038301,0.01508867034,0.3934978614,0.07603062642
,EurAmr,0.6876102015,0.03396384769,0.7617323619,0.009610284396,0.7106305796,0.03278577604,0.6378012832,0.0359762929,0.7296753488,0.02678186151,0.6139491593,0.03575446432,0.585473403,0.01437779367,0.6959626884,0.02375811461,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EurEas,0.688497999,0.03126387273,0.7661112776,0.00909758377,0.7317680972,0.02433379278,0.6394125187,0.03336056841,0.7303048427,0.0249871268,0.6139491593,0.03575446432,0.583763378,0.01583822557,0.6963947041,0.02288213419,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EurAfr,0.6890787159,0.02928914958,0.7651547872,0.01015685401,0.7290345346,0.02348643749,0.6383397272,0.03409358175,0.7384180662,0.02366643677,0.6139491593,0.03575446432,0.5858134835,0.01388612432,0.6977789687,0.02068133861,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EasAmr,0.6783092217,0.04099675671,0.756626308,0.01256752415,0.7127452372,0.03311383415,0.6374626838,0.03172400768,0.7253586736,0.03057887755,0.6139491593,0.03575446432,0.585155395,0.01680067583,0.6853285791,0.02850542923,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EasAfr,0.6791150943,0.03726499812,0.7678149631,0.01238481443,0.7261550651,0.03000546854,0.6381808845,0.03006957013,0.7290541432,0.02928992531,0.6139491593,0.03575446432,0.5851893358,0.01672353588,0.6886201774,0.02400759886,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,AmrAfr,0.6793207202,0.03977671167,0.7615057427,0.0101441604,0.709327318,0.03331698367,0.6363924517,0.03306777763,0.7287835321,0.02564975613,0.6139491593,0.03575446432,0.5862513522,0.01564944868,0.6865773852,0.02576641879,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EurEasAmr,0.6857493263,0.03493606232,0.7687672362,0.008480667319,0.7345736623,0.02394730025,0.6391318595,0.03331913329,0.735491249,0.02402568454,0.6139491593,0.03575446432,0.5814800678,0.01550291141,0.7166508647,0.02323845209,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EurEasAfr,0.6868410182,0.03209279041,0.7732065668,0.01000106619,0.7365643081,0.02268826255,0.6394450043,0.03219247868,0.7402508085,0.02480782282,0.6139491593,0.03575446432,0.5805625058,0.01485893439,0.7242505001,0.01946963652,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EurAmrAfr,0.6861343319,0.03346763625,0.7680060977,0.01036913865,0.7149096044,0.03178728694,0.6384184918,0.03418007625,0.7423370061,0.02331284643,0.6139491593,0.03575446432,0.5809297732,0.0143071748,0.7182992514,0.02559628068,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
,EasAmrAfr,0.6801645021,0.03935535013,0.7694678313,0.01114350358,0.7148672019,0.03300177588,0.6382696042,0.03115573558,0.7349636581,0.02924388706,0.6139491593,0.03575446432,0.5812731985,0.01637637068,0.7103350737,0.02881024557,0.5659926477,0.01287123428,0.4813038301,0.01508867034,--,--
