,,MultiPopPred-PRS,,MultiPopPred-PRS+,,"MultiPopPred-GWAS-
Admixture",,"MultiPopPred-GWAS-
TarSS",,MultiPopPred-GWAS,,"Baseline GWAS
(Target Pop.)",,PRS-CSx,,PROSPER,,"Lassosum2
(ExtLD)",,Lassosum-TrueLD,,TL-Multi,
,AmrAfr,0.3690197176,0.2388984955,0.8020162448,0.03964413292,0.5453568708,0.07888602932,0.6019753312,0.1245214962,0.5982705589,0.09994252322,0.3735188007,0.05466073131,0.3014937652,0.08563035527,0.4024814343,0.1288464436,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
,EurEasAmr,0.3643825587,0.2296202601,0.8072609242,0.06392208771,0.6023988081,0.1320888499,0.5967393916,0.1141759505,0.6038315052,0.13744517,0.3735188007,0.05466073131,0.2951802603,0.09030717499,0.4345240274,0.06228673537,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
,EurEasAfr,0.3271720869,0.2080741678,0.8100958686,0.06413519851,0.5771437903,0.1459347832,0.6178949478,0.1195379952,0.6078588237,0.1546767012,0.3735188007,0.05466073131,0.2973147315,0.08214968341,0.456206729,0.09810127048,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
,EurAmrAfr,0.3560633043,0.2229139722,0.8182329724,0.03885627333,0.612420946,0.1150903754,0.6119746494,0.1178356572,0.6349286659,0.1216422328,0.3735188007,0.05466073131,0.2945205556,0.08557877198,0.4332547987,0.08807901815,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
,EasAmrAfr,0.3627394308,0.2370384189,0.8196999485,0.06776408882,0.5815007656,0.1077095776,0.6080476074,0.1304909842,0.6164075478,0.1370228734,0.3735188007,0.05466073131,0.2999215378,0.08236820704,0.4579943295,0.09856700536,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
,EurEasAmrAfr,0.3590415502,0.2265415633,0.8304990035,0.05659807436,0.6123026658,0.1373138323,0.6157630529,0.1187063762,0.6332098122,0.1451971686,0.3735188007,0.05466073131,0.2940021738,0.08746755883,0.4693450207,0.07121702282,0.2785490918,0.08506993742,0.3807745834,0.06898707297,--,--
"Tar
250",EurOnly,0.5754166227,0.08686270087,0.7186931882,0.04682044246,--,--,0.430942495,0.1357082372,0.5447639937,0.06714134012,0.4410451301,0.05901828133,0.3988518423,0.06588838919,0.4349656138,0.06351917079,0.3617513347,0.06257120373,0.5109710095,0.05695394337,0.183216401,0.06743622922
,EasOnly,0.5734378897,0.06058791507,0.7173161888,0.02119624209,--,--,0.4366664099,0.1263035679,0.5174708287,0.0899757196,0.4410451301,0.05901828133,0.3965436878,0.05826175038,0.4412098506,0.05415325034,0.3617513347,0.06257120373,0.5109710095,0.05695394337,0.1635372448,0.1139081644
,AmrOnly,0.5600043123,0.07512463271,0.7279542877,0.03636424719,--,--,0.4138787094,0.1278588566,0.4998603159,0.04831202007,0.4410451301,0.05901828133,0.3953833868,0.06750272054,0.4445321624,0.07912439087,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,AfrOnly,0.5604952079,0.0578092152,0.7166644966,0.02294692534,--,--,0.4065601527,0.1271394821,0.4573190455,0.0859530732,0.4410451301,0.05901828133,0.3979741327,0.06692975178,0.4349044921,0.05780619451,0.3617513347,0.06257120373,0.5109710095,0.05695394337,0.1968984063,0.07058289129
,EurAmr,0.5752129903,0.08266200294,0.779441631,0.03356862691,0.5739734222,0.03712813852,0.4320607474,0.1371709117,0.574890756,0.03957738994,0.4410451301,0.05901828133,0.3877272743,0.06585077207,0.4109662896,0.1574160758,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurEas,0.5788615699,0.07272295921,0.7715378515,0.02694789344,0.5781536249,0.08518420614,0.4428247401,0.1383572521,0.5928130091,0.09841362338,0.4410451301,0.05901828133,0.385815121,0.06602974714,0.4692533094,0.05819258134,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurAfr,0.5948774278,0.08272205809,0.7759289269,0.02681638241,0.5663634625,0.06745252193,0.4288575092,0.1373146257,0.5813825764,0.06169771864,0.4410451301,0.05901828133,0.3853281761,0.06788338623,0.4889121685,0.07256043431,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EasAmr,0.5717284238,0.06479044456,0.7782400528,0.03028121227,0.5402490963,0.04127403453,0.4317983514,0.1321839601,0.5940929527,0.06361229338,0.4410451301,0.05901828133,0.3860749065,0.06509764086,0.4733949786,0.04387474007,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EasAfr,0.5927519237,0.06560083001,0.7756992617,0.01213173787,0.5720872852,0.1059062642,0.4292184608,0.1323638816,0.5722614318,0.1027407903,0.4410451301,0.05901828133,0.38813863,0.06608674866,0.4765599954,0.0404032935,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,AmrAfr,0.5856663894,0.07697326951,0.7807688038,0.02589993291,0.5130111832,0.04617397822,0.4190652507,0.1304250069,0.5569765978,0.05370847054,0.4410451301,0.05901828133,0.3850065525,0.0673893854,0.5071430169,0.07957247672,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurEasAmr,0.5757103745,0.07267885711,0.7972912652,0.02676066758,0.6058340829,0.05797656929,0.4447784751,0.1302140169,0.6203524138,0.05840911815,0.4410451301,0.05901828133,0.3822912991,0.06648743713,0.5150995093,0.05465877485,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurEasAfr,0.5972878382,0.0739537849,0.796043381,0.01862141745,0.5950672764,0.08137148323,0.4352476602,0.1385746113,0.6107805018,0.09152812814,0.4410451301,0.05901828133,0.3824117515,0.06481920554,0.5146613805,0.05750326754,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurAmrAfr,0.5922857216,0.08371596095,0.8007339057,0.02659361984,0.5854981184,0.03996310012,0.4275457004,0.1366918075,0.5979858519,0.04240355268,0.4410451301,0.05901828133,0.3796568035,0.06994877839,0.5350106662,0.07527179032,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EasAmrAfr,0.5917570091,0.07027043546,0.8002085791,0.02056946368,0.5567192808,0.04448629992,0.4324566939,0.1316034512,0.6172144316,0.06772421112,0.4410451301,0.05901828133,0.3820987338,0.06684638067,0.504623388,0.05938755774,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
,EurEasAmrAfr,0.5933961861,0.07649525757,0.8108304628,0.02119036277,0.6107242562,0.06364965606,0.4347843887,0.1376510503,0.6308087228,0.0585586793,0.4410451301,0.05901828133,0.3763225042,0.06639366345,0.551555043,0.06572301292,0.3617513347,0.06257120373,0.5109710095,0.05695394337,--,--
"Tar
500",EurOnly,0.5975768216,0.04358081192,0.7192840318,0.05043232999,--,--,0.47208335,0.03906043412,0.5715777217,0.04947820656,0.5402821068,0.03439990547,0.5166355547,0.04738489317,0.5639523771,0.05711922035,0.4702127176,0.03461688004,0.5922047455,0.04577575939,0.2830598061,0.1059861995
,EasOnly,0.5993129439,0.05227316682,0.7280833433,0.04892149115,--,--,0.4747172336,0.04261446388,0.5631807329,0.05196575601,0.5402821068,0.03439990547,0.509283266,0.04959084271,0.5423677896,0.03725672438,0.4702127176,0.03461688004,0.5922047455,0.04577575939,0.2532528825,0.1125349883
,AmrOnly,0.5688290077,0.04202257462,0.6916862863,0.04421277776,--,--,0.4611914684,0.04044747587,0.5585932804,0.04838834009,0.5402821068,0.03439990547,0.5169734575,0.0516659478,0.5457004371,0.05024598812,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,AfrOnly,0.5756317868,0.04991544585,0.7209391443,0.03520247388,--,--,0.4712911187,0.04760413948,0.5701326366,0.04458697471,0.5402821068,0.03439990547,0.5121510632,0.04907554961,0.5089862497,0.1377624591,0.4702127176,0.03461688004,0.5922047455,0.04577575939,0.2745409769,0.08952821185
,EurAmr,0.5952349018,0.04259409809,0.7423026475,0.04660142881,0.6181861666,0.03522887378,0.4721453202,0.03690053247,0.6212900983,0.03751712647,0.5402821068,0.03439990547,0.5070836226,0.04890076349,0.592870444,0.04875654372,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurEas,0.6106942711,0.04637332212,0.7601389727,0.05130990807,0.6118091137,0.04551447331,0.4765718625,0.04312265888,0.6238886946,0.04422630457,0.5402821068,0.03439990547,0.5048039511,0.04821477579,0.5929532393,0.05268750799,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurAfr,0.598619641,0.04601899278,0.7618352195,0.04173860978,0.5930471095,0.04602549332,0.4713527265,0.04884060259,0.6224404397,0.03995719486,0.5402821068,0.03439990547,0.5058220783,0.04578091481,0.5953930159,0.0573830415,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EasAmr,0.5867385856,0.04743464807,0.7500142453,0.04595031419,0.5778815615,0.049153331,0.4668652149,0.04778792394,0.6127499909,0.04289244755,0.5402821068,0.03439990547,0.5047764581,0.04891730976,0.5786561147,0.04000587492,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EasAfr,0.591023771,0.04965188703,0.7658126499,0.04175809176,0.6197345356,0.05084191532,0.47237202,0.04496782641,0.6225203262,0.04889272677,0.5402821068,0.03439990547,0.5015803237,0.04787824277,0.577449624,0.05500632344,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,AmrAfr,0.57489207,0.04805805751,0.7502657429,0.04169580815,0.5666080053,0.04698567498,0.4690546925,0.04391023196,0.6139243889,0.0574201212,0.5402821068,0.03439990547,0.5052430782,0.04841711158,0.5951340241,0.06339197794,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurEasAmr,0.5994070618,0.04560319986,0.7640568645,0.04823628701,0.6281426172,0.03649168353,0.4763122718,0.04053439995,0.6343889871,0.03873649717,0.5402821068,0.03439990547,0.5016536513,0.04905910678,0.6115066376,0.05433547479,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurEasAfr,0.6010251192,0.0470517736,0.7769026656,0.04528387914,0.6241704175,0.04179981565,0.4704627416,0.04957925228,0.646959372,0.03483895294,0.5402821068,0.03439990547,0.5003341848,0.04608258245,0.6144070084,0.0571395207,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurAmrAfr,0.5908682555,0.04485642945,0.7663130942,0.04352248165,0.6322736085,0.03512385868,0.4672293619,0.04799268036,0.643777382,0.03546556651,0.5402821068,0.03439990547,0.5017493288,0.04748857219,0.6144168444,0.05702679322,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EasAmrAfr,0.5842138112,0.04827239872,0.7705538547,0.04332588324,0.5890519297,0.04815360828,0.4715117742,0.04809560813,0.638585525,0.05194403773,0.5402821068,0.03439990547,0.4994458747,0.04870025476,0.6061213053,0.05418429146,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
,EurEasAmrAfr,0.5961091929,0.04586781375,0.7779003611,0.0449207998,0.6333835409,0.03420936454,0.4679309484,0.04905511584,0.6479808847,0.03561134049,0.5402821068,0.03439990547,0.4977220236,0.04840832441,0.6308095631,0.05928235275,0.4702127176,0.03461688004,0.5922047455,0.04577575939,--,--
"Tar
750",EurOnly,0.6667691787,0.04259792417,0.7193703012,0.02704149571,--,--,0.5350865535,0.02094385004,0.6783414163,0.02830490019,0.5439326356,0.01725987531,0.5494596409,0.02929316896,0.6013062157,0.0234296837,0.516373535,0.0339516894,0.6559759703,0.03457332615,0.2919434734,0.06376868192
,EasOnly,0.647560806,0.06176859901,0.7339622732,0.02383370194,--,--,0.5418673437,0.02128861039,0.6802038735,0.02847607921,0.5439326356,0.01725987531,0.5461580699,0.02860622671,0.5936881791,0.02981896743,0.516373535,0.0339516894,0.6559759703,0.03457332615,0.3104503834,0.08456171963
,AmrOnly,0.6512684795,0.06032367812,0.7273578919,0.0364845387,--,--,0.5315491435,0.01299484896,0.6774453572,0.02821654859,0.5439326356,0.01725987531,0.5456363603,0.02857687991,0.5343580885,0.1396001739,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,AfrOnly,0.6426433087,0.05953459643,0.726187272,0.02250048987,--,--,0.5414048455,0.01896063773,0.6674999298,0.01984038448,0.5439326356,0.01725987531,0.5447989007,0.03206128572,0.5944451894,0.03407740073,0.516373535,0.0339516894,0.6559759703,0.03457332615,0.3053847459,0.0652030286
,EurAmr,0.663788964,0.04909121847,0.7512402627,0.03156936995,0.6974356662,0.03438716506,0.5435864686,0.01817845496,0.7034756414,0.03496309591,0.5439326356,0.01725987531,0.5382780139,0.03238912282,0.6386772918,0.03193664339,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurEas,0.6618515623,0.04866109416,0.7549635051,0.02491140835,0.6979748729,0.02543360147,0.5457643481,0.02420605229,0.7053525231,0.02520190628,0.5439326356,0.01725987531,0.5397318399,0.03143859044,0.6354347986,0.02648930679,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurAfr,0.6603446399,0.04698472818,0.7506383297,0.02479814145,0.6883354253,0.02858410744,0.5452104352,0.0187652303,0.7060547212,0.02317801655,0.5439326356,0.01725987531,0.5402647637,0.03281100387,0.6381027477,0.02536613781,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EasAmr,0.651330013,0.06178034794,0.7586173881,0.02929324983,0.6840999194,0.02657524358,0.5464814744,0.02160368872,0.702358695,0.02783236848,0.5439326356,0.01725987531,0.5379704022,0.03143428745,0.6392630322,0.02495341637,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EasAfr,0.6481707666,0.06102976632,0.7591225116,0.02122653431,0.6981852091,0.0219794987,0.5518837692,0.02017813881,0.7015283383,0.01888099346,0.5439326356,0.01725987531,0.537735099,0.03078173396,0.6379674647,0.02971948342,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,AmrAfr,0.6490535393,0.05991794859,0.7563392922,0.029151604,0.6795354617,0.0275187531,0.5466312412,0.01467086849,0.6963036991,0.02478637197,0.5439326356,0.01725987531,0.5366919632,0.03386359405,0.6385642981,0.02071719356,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurEasAmr,0.6599812623,0.05278944611,0.7650665467,0.02788459523,0.7092290073,0.02740598977,0.5484740893,0.01987683702,0.7163540031,0.02654526914,0.5439326356,0.01725987531,0.5355647852,0.03217618486,0.6656270165,0.02482651098,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurEasAfr,0.6583216847,0.05235828554,0.7649324122,0.02295980181,0.7047450707,0.02500750938,0.5506057332,0.0223164578,0.7203047978,0.02036757497,0.5439326356,0.01725987531,0.5345860477,0.03346643978,0.6691991959,0.02074607096,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurAmrAfr,0.6583971016,0.05174092859,0.7620315571,0.02877963049,0.7108878235,0.03327110958,0.5456630378,0.01961283907,0.7212315001,0.02461970019,0.5439326356,0.01725987531,0.534013201,0.03419705168,0.6671129887,0.0295658798,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EasAmrAfr,0.6499208819,0.06102106116,0.7658844706,0.02773165272,0.6871207889,0.0274801945,0.553158355,0.01713832196,0.7167076232,0.02123976812,0.5439326356,0.01725987531,0.5343516199,0.03286571548,0.6665201012,0.0221525497,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
,EurEasAmrAfr,0.6576250639,0.05424118862,0.7719722018,0.02660096352,0.7114400352,0.02529065374,0.5505102825,0.02140339086,0.7262461417,0.02096086497,0.5439326356,0.01725987531,0.5319376581,0.03369654205,0.6920218091,0.01690612916,0.516373535,0.0339516894,0.6559759703,0.03457332615,--,--
"Tar
1000",EurOnly,0.6943117189,0.05865669574,0.738815757,0.01479854423,--,--,0.6324855561,0.03163013015,0.7441234879,0.01907219392,0.608926718,0.04221925347,0.6138343211,0.02133527004,0.6693233905,0.0192046036,0.5753341787,0.02336663594,0.7277696143,0.02082135037,0.3837179077,0.07194817945
,EasOnly,0.6964541302,0.05773515796,0.7485922651,0.02585678011,--,--,0.640897896,0.03681456675,0.7421620494,0.02010312624,0.608926718,0.04221925347,0.6153914794,0.02262303093,0.6619848407,0.01992491168,0.5753341787,0.02336663594,0.7277696143,0.02082135037,0.3707403536,0.06710031853
,AmrOnly,0.6999149424,0.0565590045,0.7437818515,0.01487774398,--,--,0.6384046688,0.04024570369,0.7407376362,0.02397373025,0.608926718,0.04221925347,0.6140094535,0.0215827345,0.6652140084,0.03057389975,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,AfrOnly,0.6977751672,0.05510008525,0.741628361,0.02064299269,--,--,0.6369990323,0.03877029081,0.742484366,0.02377836327,0.608926718,0.04221925347,0.6143949336,0.02283386695,0.6664070283,0.0257575423,0.5753341787,0.02336663594,0.7277696143,0.02082135037,0.3930997243,0.06063092745
,EurAmr,0.7017262762,0.05784108292,0.7614507798,0.01352656328,0.7432750027,0.02403337423,0.6395534255,0.03499495653,0.7516263999,0.01951420194,0.608926718,0.04221925347,0.6057411754,0.02082243813,0.7084740615,0.02921867346,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurEas,0.6977038207,0.05792311848,0.7637640395,0.01817136952,0.7528848587,0.01842730213,0.6398257352,0.03411409003,0.7560623486,0.01824179847,0.608926718,0.04221925347,0.6067776777,0.0211736438,0.7062479428,0.01943639991,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurAfr,0.6985493388,0.05769975425,0.7601103912,0.01680101344,0.748833734,0.01764440765,0.6373824511,0.03454643365,0.7569316937,0.01715254653,0.608926718,0.04221925347,0.6054094551,0.02226742628,0.7139573746,0.01969222233,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EasAmr,0.7005039952,0.05872641344,0.7657738992,0.01958185069,0.7437787761,0.0234866462,0.6437223954,0.03814604278,0.754495953,0.02496051036,0.608926718,0.04221925347,0.6073039576,0.02204240424,0.7048108489,0.03215002794,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EasAfr,0.6988787157,0.05739491106,0.7614820632,0.02832323526,0.7590279958,0.01929373874,0.642414383,0.03687456296,0.759829654,0.0210222881,0.608926718,0.04221925347,0.606728909,0.02302437665,0.7113605982,0.01995951085,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,AmrAfr,0.7019922159,0.05604559376,0.7641133745,0.01589622589,0.741062243,0.02359033858,0.641466896,0.0386848733,0.7549888671,0.0208890123,0.608926718,0.04221925347,0.6054018979,0.02319465536,0.7045907446,0.02593865562,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurEasAmr,0.7016958135,0.05822274983,0.7697211638,0.01741242578,0.7561612529,0.01682585598,0.6422051723,0.03566486174,0.7601271411,0.02032063144,0.608926718,0.04221925347,0.602014394,0.02189493257,0.7334149845,0.02843361767,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurEasAfr,0.6989160261,0.05763681535,0.7700705039,0.01841312139,0.7572737284,0.01614413681,0.6407913773,0.03506842306,0.766599194,0.0176550377,0.608926718,0.04221925347,0.6023207198,0.0229628961,0.739583683,0.01899034301,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurAmrAfr,0.7016150293,0.05658926686,0.7686817145,0.01582115751,0.7457974274,0.0233708433,0.6405976781,0.03586356846,0.7608726787,0.01827605945,0.608926718,0.04221925347,0.6018865607,0.02232336655,0.7355687237,0.03073498917,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EasAmrAfr,0.7008390711,0.05697057461,0.768310277,0.02517912245,0.7448989673,0.02391223811,0.6436439437,0.03771704871,0.7621606921,0.02065609081,0.608926718,0.04221925347,0.6016393253,0.023251372,0.7347647833,0.02620897002,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
,EurEasAmrAfr,0.7012941292,0.05783105592,0.7725873605,0.01871610256,0.7586018688,0.01617479114,0.6427064893,0.03595402294,0.7644885007,0.01962962791,0.608926718,0.04221925347,0.5987668768,0.02244530017,0.754674535,0.0238355805,0.5753341787,0.02336663594,0.7277696143,0.02082135037,--,--
"Tar
2000",EurOnly,0.7455396598,0.03183722595,0.7259884963,0.01809411864,--,--,0.6324855561,0.02396462933,0.7441234879,0.01467408842,0.608926718,0.0202656984,0.6138343211,0.02736601418,0.6693233905,0.03471750533,0.5753341787,0.02896589557,0.7996991181,0.01520607545,0.3837179077,0.01796826235
,EasOnly,0.747577529,0.03167263269,0.7217408294,0.01708313325,--,--,0.640897896,0.02426445431,0.7421620494,0.01386006986,0.608926718,0.0202656984,0.6153914794,0.02415144165,0.6619848407,0.2035298971,0.5753341787,0.02896589557,0.7996991181,0.01520607545,0.3707403536,0.02760549205
,AmrOnly,0.7459853051,0.03215666967,0.7208695822,0.01634819987,--,--,0.6384046688,0.01983883077,0.7407376362,0.01372782034,0.608926718,0.0202656984,0.6140094535,0.0254078567,0.6652140084,0.02824869017,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,AfrOnly,0.7448982173,0.03050825926,0.7139950275,0.01359770275,--,--,0.6369990323,0.02044067864,0.742484366,0.01606338114,0.608926718,0.0202656984,0.6143949336,0.02528445073,0.6664070283,0.02550262788,0.5753341787,0.02896589557,0.7996991181,0.01520607545,0.3930997243,0.03371256938
,EurAmr,0.7466222496,0.03120152696,0.742256216,0.01705301965,0.7432750027,0.01372786038,0.6395534255,0.02208212975,0.7516263999,0.01415277493,0.608926718,0.0202656984,0.6057411754,0.02623220924,0.7084740615,0.02713228015,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EurEas,0.7483831831,0.03110319242,0.7434601007,0.01773318047,0.7528848587,0.01448383352,0.6398257352,0.02446513503,0.7560623486,0.01416956319,0.608926718,0.0202656984,0.6067776777,0.02644110923,0.7062479428,0.03026468595,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EurAfr,0.7470211305,0.03224186857,0.7390215134,0.01527355802,0.748833734,0.01469128654,0.6373824511,0.0228481416,0.7569316937,0.01580273494,0.608926718,0.0202656984,0.6054094551,0.02689245691,0.7139573746,0.02877964103,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EasAmr,0.748298553,0.03190420587,0.7423355398,0.01677301547,0.7437787761,0.01378817311,0.6437223954,0.02192004288,0.754495953,0.0132253229,0.608926718,0.0202656984,0.6073039576,0.0252960518,0.7048108489,0.0242359337,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EasAfr,0.7490591161,0.0325539615,0.7411324211,0.01563711949,0.7590279958,0.01537972823,0.642414383,0.02265049135,0.759829654,0.01580457722,0.608926718,0.0202656984,0.606728909,0.02485500598,0.7113605982,0.02671742116,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,AmrAfr,0.7467191083,0.03207693193,0.741120211,0.01629396919,0.741062243,0.01372873384,0.641466896,0.02032409495,0.7549888671,0.01515043495,0.608926718,0.0202656984,0.6054018979,0.02545258002,0.7045907446,0.02482750024,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EurEasAmr,0.7477490556,0.0315455939,0.7487082541,0.01795613317,0.7561612529,0.0143449026,0.6422051723,0.02283373574,0.7601271411,0.01309941261,0.608926718,0.0202656984,0.602014394,0.02687504724,0.7334149845,0.02427630762,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EurEasAfr,0.7490365989,0.03149646353,0.7467894263,0.01851819922,0.7572737284,0.01412650729,0.6407913773,0.02344312102,0.766599194,0.01516929844,0.608926718,0.0202656984,0.6023207198,0.02625289899,0.739583683,0.0244564956,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EurAmrAfr,0.7474879297,0.03223766583,0.7460175899,0.01750272156,0.7457974274,0.01467254272,0.6405976781,0.02186953349,0.7608726787,0.01415549968,0.608926718,0.0202656984,0.6018865607,0.02616441038,0.7355687237,0.02498653643,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
,EasAmrAfr,0.7488271161,0.03236271705,0.7468964781,0.0177598766,0.7448989673,0.01369276986,0.6436439437,0.02164666132,0.7621606921,0.01495601995,0.608926718,0.0202656984,0.6016393253,0.02519088876,0.7347647833,0.02280323461,0.5753341787,0.02896589557,0.7996991181,0.01520607545,--,--
