,SET 1.1.2,0.4571226081,0.5960311836,0.6123316797,0.6371367824,SET 1.2.2,0.7219561039,0.7141930021,0.7218695725,0.7262146844,SET 1.4.2,0.5894789771,0.6068863136,0.5772974332,0.5729994732,SET 1.5.2,0.5140364991,0.5414925084,0.4919216787,0.48185629,SET 1.6.2,0.5424328147,0.5117806893,0.5572036527,0.5213528872,,SET 1.1.2,0.178375643,0.2465313521,0.2576545642,0.2695706829,SET 1.2.2,0.4369259408,0.4371413736,0.436541392,0.4363120078,SET 1.4.2,0.2805662949,0.282681029,0.2791615538,0.2769879449,SET 1.5.2,0.2168987255,0.2405646352,0.2149746857,0.2039715425,SET 1.6.2,0.2271228667,0.209120427,0.2614532883,0.2105129601
,SET 1.1.3,0.6098249577,0.6770186335,0.7114624506,0.693393563,SET 1.2.3,0.7576939003,0.751552795,0.7503487817,0.7510367893,SET 1.4.3,0.6274334246,0.6341165486,0.634928756,0.6362909621,SET 1.5.3,0.5271790235,0.5441531043,0.4994273659,0.5153948162,SET 1.6.3,0.7484207354,0.7484749849,0.7384810127,0.7394755877,,SET 1.1.3,0.3000750844,0.4453471165,0.3950801788,0.3736595042,SET 1.2.3,0.4558419339,0.439066835,0.4397336974,0.4458790808,SET 1.4.3,0.2640916028,0.267152096,0.26828601,0.2694871611,SET 1.5.3,0.2250047467,0.2298986159,0.2260819224,0.2241994561,SET 1.6.3,0.4173440828,0.4172792942,0.3923015073,0.3970031859
,SET 1.1.4,0.7034358047,0.5985533454,0.6051838457,0.6395418927,SET 1.2.4,0.7726819059,0.7726456124,0.7726819059,0.7726456124,SET 1.4.4,0.6125077766,0.6115123685,0.6124070508,0.6151029477,SET 1.5.4,0.5098524291,0.5410910297,0.5073785442,0.5071994694,SET 1.6.4,0.7301363246,0.730130051,0.7301237774,0.7300986832,,SET 1.1.4,0.3188521515,0.2739492083,0.2980872254,0.3113029283,SET 1.2.4,0.4804110218,0.473790478,0.47243705,0.4776897514,SET 1.4.4,0.2856790991,0.2873783329,0.2906332332,0.2939874477,SET 1.5.4,0.1947875252,0.2142264225,0.1993874354,0.2005962107,SET 1.6.4,0.4018747392,0.4020053843,0.4021084857,0.4020088585
,SET 1.1.5,0.7654320988,0.6985055231,0.6978557505,0.6972059779,SET 1.2.5,0.7382468029,0.7360342877,0.7361101453,0.738006587,SET 1.4.5,0.5567553201,0.5412600206,0.5031862094,0.4249371102,SET 1.5.5,0.5195636364,0.5209281385,0.532765368,0.4848831169,SET 1.6.5,0.7223861208,0.7224528943,0.722598582,0.722580371,,SET 1.1.5,0.4612156678,0.4134682479,0.4189813041,0.4102093743,SET 1.2.5,0.380224463,0.3808129544,0.4003816866,0.4103138015,SET 1.4.5,0.2465487562,0.226475834,0.2267258308,0.1777642602,SET 1.5.5,0.182028412,0.1851010875,0.1906474959,0.1734908207,SET 1.6.5,0.3881493876,0.3881117147,0.3882431255,0.3882536217
,AVERAGE,0.6428179795,0.6296142527,0.651042421,0.6523745621,AVERAGE,0.7463663098,0.7429165441,0.7440929639,0.7463431109,AVERAGE,0.5960657205,0.5991637302,0.5849996946,0.5708486182,AVERAGE,0.511914675,0.5382409841,0.5105115438,0.5031792149,AVERAGE,0.6904368656,0.6843334912,0.6914430715,0.6844631723,,AVERAGE,0.353383239,0.3441251243,0.3610068089,0.3614484889,AVERAGE,0.4408755562,0.4340482822,0.437923511,0.4424778218,AVERAGE,0.2735324524,0.2724703781,0.2740705349,0.2645173564,AVERAGE,0.2026592792,0.2167825065,0.2103061278,0.2060765199,AVERAGE,0.3625775046,0.3589917633,0.3645105367,0.3552449219
,STD DEV,0.1178316736,0.05420719614,0.04989302819,0.04309236085,STD DEV,0.01942136106,0.02143842699,0.01894454751,0.01728373884,STD DEV,0.02667688576,0.03462282033,0.0503616461,0.08469990424,STD DEV,0.01438762947,0.009765551771,0.0164686132,0.01937504962,STD DEV,0.08396672107,0.09751799367,0.07583074015,0.09186884468,,STD DEV,0.1325887569,0.08589438058,0.07853628748,0.07080286275,STD DEV,0.03736036383,0.03345577583,0.02555641366,0.02410430616,STD DEV,0.0181081677,0.02809103022,0.02985770853,0.05040395375,STD DEV,0.0177130065,0.02094604592,0.01482420234,0.02185663406,STD DEV,0.07712938774,0.08505190833,0.05823268174,0.08140304457
,"#Tar: 100
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR",,"#Tar: 100
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.7151767152,0.7146569647,0.659043659,0.646049896,SET 1.2.1,0.7931943585,0.7912541254,0.7909962871,0.7920147483,SET 1.4.1,0.6307414105,0.6321940928,0.6320614828,0.6311271851,SET 1.5.1,0.7702083176,0.7702523993,0.7720030731,0.7702649941,SET 1.6.1,0.8253301074,0.8252891003,0.8258221931,0.8256923371,,SET 1.1.1,0.5019730032,0.5002823861,0.4524952049,0.4371037793,SET 1.2.1,0.5158383812,0.516431462,0.513180185,0.5136469298,SET 1.4.1,0.3387519273,0.3377019468,0.337840691,0.3387866173,SET 1.5.1,0.4843473207,0.4843209485,0.4878132817,0.4843257993,SET 1.6.1,0.529166225,0.5320695897,0.5297417501,0.5261896865
,SET 1.1.2,0.5598866052,0.5577604536,0.5584691708,0.5584691708,SET 1.2.2,0.800934539,0.7986229147,0.8001124908,0.8004215315,SET 1.4.2,0.6087300067,0.6071856144,0.6077123839,0.6101546787,SET 1.5.2,0.8270071801,0.8263901911,0.8270918648,0.8269164464,SET 1.6.2,0.8074890196,0.8077495719,0.8088600213,0.8072842999,,SET 1.1.2,0.2356878828,0.2365201281,0.236643046,0.2366253248,SET 1.2.2,0.5087329573,0.5049310621,0.505701996,0.5066655367,SET 1.4.2,0.2972089136,0.2955710033,0.2960437751,0.2896009588,SET 1.5.2,0.5713173015,0.5659644622,0.567043255,0.5684710163,SET 1.6.2,0.5746090222,0.5784721286,0.5798805195,0.5771345259
,SET 1.1.3,0.6233766234,0.7323546019,0.7447769622,0.7317899492,SET 1.2.3,0.8338206721,0.8327568084,0.83263577,0.8330179965,SET 1.4.3,0.6324089944,0.6344682919,0.6371543322,0.6388299097,SET 1.5.3,0.8050030139,0.8119529837,0.8105183846,0.8116515973,SET 1.6.3,0.8006690778,0.7986618445,0.7994514768,0.8001687764,,SET 1.1.3,0.3223976443,0.5215718353,0.4836620493,0.4800719891,SET 1.2.3,0.5904228146,0.590321389,0.586149976,0.5870134401,SET 1.4.3,0.2901196747,0.2950295639,0.293162604,0.2989322817,SET 1.5.3,0.5218485667,0.5441016108,0.536762197,0.5353236231,SET 1.6.3,0.4961891868,0.4938446177,0.4933041052,0.495479703
,SET 1.1.4,0.7275467149,0.6696805304,0.6690777577,0.6696805304,SET 1.2.4,0.8299711467,0.8290880056,0.8288762937,0.8292815708,SET 1.4.4,0.6361368686,0.6360776181,0.6354969634,0.6081765664,SET 1.5.4,0.7805538053,0.7822185376,0.7809252197,0.7795390483,SET 1.6.4,0.7886435925,0.7890576478,0.7909334437,0.7890451007,,SET 1.1.4,0.3420881395,0.4247785584,0.4245725145,0.4247785584,SET 1.2.4,0.5611251812,0.559327815,0.5574823737,0.5602162129,SET 1.4.4,0.3282189522,0.3304870177,0.3315617616,0.3311685075,SET 1.5.4,0.4872858605,0.4903275966,0.4869687275,0.4854369718,SET 1.6.4,0.4991273786,0.5021329708,0.5008387959,0.5021140884
,SET 1.1.5,0.7966211826,0.8148148148,0.7803768681,0.7394411956,SET 1.2.5,0.8217850573,0.8210075162,0.8219999874,0.8220568806,SET 1.4.5,0.6141936202,0.6234710213,0.6260669629,0.6282117052,SET 1.5.5,0.8029645022,0.803047619,0.8037194805,0.8039203463,SET 1.6.5,0.7961951243,0.7961951243,0.796207265,0.796207265,,SET 1.1.5,0.529362611,0.4632513988,0.4286653711,0.367981243,SET 1.2.5,0.563236725,0.5657502342,0.5661584708,0.567035703,SET 1.4.5,0.2899870781,0.2868268727,0.2935562497,0.2962646503,SET 1.5.5,0.4552046608,0.4552649922,0.4556332982,0.4577978525,SET 1.6.5,0.5119985491,0.5119985491,0.5121151118,0.5121151118
,AVERAGE,0.6845215683,0.6978534731,0.6823488836,0.6690861484,AVERAGE,0.8159411547,0.8145458741,0.8149241658,0.8153585455,AVERAGE,0.6244421801,0.6266793277,0.627698425,0.623300009,AVERAGE,0.7971473638,0.7987723461,0.7988516045,0.7984584865,AVERAGE,0.8036653843,0.8033906578,0.80425488,0.8036795558,,AVERAGE,0.3863018561,0.4292808613,0.4052076372,0.3893121789,AVERAGE,0.5478712119,0.5473523924,0.5457346003,0.5469155645,AVERAGE,0.3088573092,0.3091232809,0.3104330163,0.3109506031,AVERAGE,0.504000742,0.5079959221,0.5068441519,0.5062710526,AVERAGE,0.5222180723,0.5237035712,0.5231760565,0.5226066231
,STD DEV,0.09304542318,0.09430324688,0.08598283296,0.0735675493,STD DEV,0.01798113085,0.0185803036,0.01837361656,0.01815641614,STD DEV,0.01216369132,0.01193426317,0.0119516857,0.01349152961,STD DEV,0.0222947155,0.02259517908,0.02235800296,0.02327318052,STD DEV,0.01391417696,0.01394735163,0.01370815244,0.01396320792,,STD DEV,0.1250693446,0.1138966734,0.09712169428,0.09427026115,STD DEV,0.03456989587,0.0356507335,0.03482436869,0.03505864243,STD DEV,0.02297515559,0.02319793255,0.02229207913,0.02235806293,STD DEV,0.04443187426,0.04559933514,0.044437539,0.04466036141,STD DEV,0.03204766035,0.03377662134,0.03454032297,0.03260374255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MPP-GWAS-
TarSS
(AUC-ROC)","#Tar: 100
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","MPP-GWAS-
TarSS
(PR-AUC)","#Tar: 100
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Binary Y Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.5327442827,0.420997921,0.5597713098,0.5327442827,SET 1.2.1,0.6432162748,0.6290802908,0.6327609323,0.6299827248,SET 1.4.1,0.5325256178,0.5166244726,0.531416516,0.5007534659,SET 1.5.1,0.5031675861,0.5154034107,0.4751064259,0.541550165,SET 1.6.1,0.620683999,0.6259397468,0.6250375899,0.6287692392,,SET 1.1.1,0.2852574353,0.2235572123,0.3579683764,0.2734340265,SET 1.2.1,0.3025389691,0.2816895339,0.2957783413,0.2940393109,SET 1.4.1,0.2421954424,0.2203056484,0.2318205797,0.2060275314,SET 1.5.1,0.1967085397,0.2180652148,0.204207074,0.2126046478,SET 1.6.1,0.2708041401,0.2790328925,0.279322431,0.2844559927
,SET 1.1.2,0.4457831325,0.4875974486,0.6335931963,0.5357902197,SET 1.2.2,0.6704575656,0.6403384613,0.6410677973,0.676378785,SET 1.4.2,0.585845465,0.5651757494,0.5685039747,0.5671212049,SET 1.5.2,0.5208294267,0.514798662,0.5802357866,0.5361634174,SET 1.6.2,0.5078662002,0.5023263605,0.5751445445,0.4815069853,,SET 1.1.2,0.1548856067,0.2667009455,0.2342414224,0.1764644498,SET 1.2.2,0.327990319,0.3054780938,0.3157468434,0.3512872183,SET 1.4.2,0.2881264826,0.2565324009,0.2592473578,0.2583343702,SET 1.5.2,0.2322121755,0.2368986652,0.2625133804,0.2342587715,SET 1.6.2,0.2177583069,0.2302791918,0.2296202392,0.1986976788
,SET 1.1.3,0.4443817053,0.4500282326,0.5098814229,0.5415019763,SET 1.2.3,0.6779678293,0.6425099538,0.6423761746,0.671667463,SET 1.4.3,0.5975800056,0.5716021591,0.570949835,0.5958852421,SET 1.5.3,0.5417540687,0.5250693189,0.4749306811,0.5160458107,SET 1.6.3,0.566702833,0.5799035564,0.5596081977,0.5670765521,,SET 1.1.3,0.2161518763,0.2036277166,0.2523944426,0.2447757202,SET 1.2.3,0.3434981562,0.3210547433,0.3076875158,0.328892256,SET 1.4.3,0.2554300823,0.2493788827,0.2481122113,0.2443503498,SET 1.5.3,0.2476169792,0.2397785454,0.2019293234,0.2349920892,SET 1.6.3,0.2693455457,0.2742061617,0.2554295568,0.2533617242
,SET 1.1.4,0.4581072936,0.5581675708,0.5033152502,0.4141048825,SET 1.2.4,0.6498890025,0.6431021238,0.6331940067,0.6476388074,SET 1.4.4,0.5874033477,0.5731773071,0.5768982373,0.5770937639,SET 1.5.4,0.5074382358,0.5624738849,0.5109202454,0.4965544686,SET 1.6.4,0.6048281357,0.6016537118,0.6089937829,0.605963651,,SET 1.1.4,0.2271029824,0.2917333196,0.2115087147,0.2209931132,SET 1.2.4,0.3220742493,0.3271529472,0.3219294794,0.3321222123,SET 1.4.4,0.2887656212,0.283514926,0.2830771953,0.2944303527,SET 1.5.4,0.1947480724,0.2253328629,0.2018154874,0.1926605375,SET 1.6.4,0.2793234381,0.2787765674,0.2813141387,0.2837996412
,SET 1.1.5,0.5081221572,0.6757634828,0.4340480832,0.5094217024,SET 1.2.5,0.6883577448,0.7033775626,0.7054383625,0.7013420485,SET 1.4.5,0.5029204344,0.5550432348,0.4991439573,0.4956023512,SET 1.5.5,0.4980225108,0.5406683983,0.5023307359,0.4999064935,SET 1.6.5,0.611414627,0.611833479,0.6118456197,0.6118395493,,SET 1.1.5,0.2299980988,0.3293584254,0.1704999779,0.2288862838,SET 1.2.5,0.3372068768,0.3839525661,0.3863963954,0.3811219742,SET 1.4.5,0.2158744841,0.2307984848,0.2010513025,0.2162183386,SET 1.5.5,0.1782979317,0.1880135569,0.1727583719,0.1829664652,SET 1.6.5,0.3037521933,0.3017172998,0.3017123079,0.3017095582
,AVERAGE,0.4778277143,0.5185109312,0.5281218525,0.5067126127,AVERAGE,0.6659776834,0.6516816785,0.6509674547,0.6654019657,AVERAGE,0.5612549741,0.5563245846,0.5493825041,0.5472912056,AVERAGE,0.5142423656,0.5316827349,0.508704775,0.518044071,AVERAGE,0.582299159,0.5843313709,0.5961259469,0.5790311954,,AVERAGE,0.2226791999,0.2629955239,0.2453225868,0.2289107187,AVERAGE,0.3266617141,0.3238655769,0.3255077151,0.3374925943,AVERAGE,0.2580784225,0.2481060686,0.2446617293,0.2438721885,AVERAGE,0.2099167397,0.221617769,0.2086447274,0.2114965022,AVERAGE,0.2681967248,0.2728024226,0.2694797347,0.264404919
,STD DEV,0.04021184061,0.1018029035,0.07403351839,0.05319066121,STD DEV,0.01898438481,0.02945201615,0.03076632093,0.02748403622,STD DEV,0.04134075481,0.02331041831,0.03329633721,0.04604427386,STD DEV,0.01755216365,0.02014114355,0.0431038304,0.02046713794,STD DEV,0.04640089428,0.04881627206,0.02748789582,0.05901165839,,STD DEV,0.04644283827,0.05080241805,0.07000656758,0.03552225853,STD DEV,0.01580651044,0.03790142478,0.03541505661,0.03195625565,STD DEV,0.03116506561,0.02448890633,0.03068859261,0.03522238206,STD DEV,0.02882138335,0.02073032335,0.0327913488,0.02366510129,STD DEV,0.03138529708,0.026080524,0.02766793021,0.04064858695
,"#Tar: 100
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR",,"#Tar: 100
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Tar: 1000
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","h2: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","#Naux: 500
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR","rho: 0.3
Liability Training",EUR,EUR-EAS,"EUR-EAS-
AMR","EUR-EAS-
AMR-AFR"
,SET 1.1.1,0.5987525988,0.567047817,0.6138253638,0.6003118503,SET 1.2.1,0.6453821163,0.6230662129,0.6269918007,0.6268951114,SET 1.4.1,0.561880651,0.5596564195,0.5693610609,0.5677998794,SET 1.5.1,0.6068666717,0.6353623517,0.6391722713,0.6456019043,SET 1.6.1,0.6495666913,0.6628803412,0.6672407666,0.661151207,,SET 1.1.1,0.4119655723,0.298862728,0.3708740098,0.3881489339,SET 1.2.1,0.2986780031,0.2747019813,0.2828571709,0.2807436043,SET 1.4.1,0.2442138906,0.2577982401,0.2684800345,0.2725315738,SET 1.5.1,0.2679603039,0.3080063115,0.3112189983,0.3227722357,SET 1.6.1,0.297355377,0.3119029656,0.3099622576,0.3091617569
,SET 1.1.2,0.5535081502,0.5733522325,0.5790219702,0.6024096386,SET 1.2.2,0.6696787831,0.6519522099,0.6555741667,0.657718909,SET 1.4.2,0.5627514127,0.5538083038,0.5690906043,0.5697430802,SET 1.5.2,0.6465621011,0.6664206776,0.6631663632,0.6618658472,SET 1.6.2,0.651157597,0.6628080101,0.6694707065,0.6511513933,,SET 1.1.2,0.2465494309,0.2287909986,0.2391876746,0.2520097004,SET 1.2.2,0.327194113,0.3277956515,0.3309368374,0.3444865926,SET 1.4.2,0.2465340239,0.2391591626,0.2561443349,0.2573629772,SET 1.5.2,0.3148619404,0.3288592101,0.3325478762,0.3343046984,SET 1.6.2,0.336471521,0.3597481943,0.364179221,0.3364685186
