ref_data,p_value,r2,kb,Height_R2,BMI_R2,SBP_R2,DBP_R2,HDL_R2,LDL_R2,TC_R2,TG_R2
ukbb,5e-8,0.001,50,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007406283304896302
ukbb,5e-8,0.001,100,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.001,250,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.001,500,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.001,1000,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.01,50,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007406283304896302
ukbb,5e-8,0.01,100,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.01,250,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.01,500,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.01,1000,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.05,50,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007406283304896302
ukbb,5e-8,0.05,100,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.05,250,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.05,500,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.05,1000,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.1,50,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007406283304896302
ukbb,5e-8,0.1,100,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.1,250,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.1,500,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.1,1000,0.00010167507833505802,0.0,0.0,0.0,0.001204458574940548,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.2,50,0.00010167507833505802,0.0,0.0,0.0,0.0002952634942296036,0.002595110659519615,0.0,0.007406283304896302
ukbb,5e-8,0.2,100,0.00010167507833505802,0.0,0.0,0.0,0.0002952634942296036,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.2,250,0.00010167507833505802,0.0,0.0,0.0,0.0002952634942296036,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.2,500,0.00010167507833505802,0.0,0.0,0.0,0.0002952634942296036,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.2,1000,0.00010167507833505802,0.0,0.0,0.0,0.0002952634942296036,0.002595110659519615,0.0,0.007400247601263333
ukbb,5e-8,0.5,50,0.00010167507833505802,0.0,0.0,0.0,0.001552663341608078,0.002595110659519615,0.0,0.007367466478783678
ukbb,5e-8,0.5,100,0.00010167507833505802,0.0,0.0,0.0,0.001552663341608078,0.002595110659519615,0.0,0.007789676029102714
ukbb,5e-8,0.5,250,0.00010167507833505802,0.0,0.0,0.0,0.001552663341608078,0.002595110659519615,0.0,0.007789676029102714
ukbb,5e-8,0.5,500,0.00010167507833505802,0.0,0.0,0.0,0.001552663341608078,0.002595110659519615,0.0,0.007789676029102714
ukbb,5e-8,0.5,1000,0.00010167507833505802,0.0,0.0,0.0,0.001552663341608078,0.002595110659519615,0.0,0.007789676029102714
ukbb,5e-7,0.001,50,0.000434673314458144,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.00656013361162051
ukbb,5e-7,0.001,100,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.007001455364446908
ukbb,5e-7,0.001,250,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.001,500,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.001,1000,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.01,50,0.000434673314458144,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.00656013361162051
ukbb,5e-7,0.01,100,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.007001455364446908
ukbb,5e-7,0.01,250,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.01,500,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.01,1000,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.05,50,0.000434673314458144,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.00656013361162051
ukbb,5e-7,0.05,100,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.007001455364446908
ukbb,5e-7,0.05,250,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.05,500,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
ukbb,5e-7,0.05,1000,0.0004301656637146979,0.0007779799597996455,0.0,0.0002985798976395319,0.002804556832415615,0.003021496422067002,0.0,0.006582988559201301
